gene_name,B6-1-Tn,B6-2-Tn,B6-3-Tn,B6-4-Tn,TC1-Tn,TC2-Tn,TC4-Tn
0610005C13Rik,1,1,1,2,4,2,0
0610007P14Rik,725,619,576,606,532,461,549
0610009B22Rik,85,68,66,65,51,36,54
0610009E02Rik,6,5,1,4,1,4,2
0610009L18Rik,31,26,24,25,10,12,22
0610009O20Rik,745,691,696,711,900,836,938
0610010F05Rik,150,111,116,113,166,124,125
0610010K14Rik,54,47,63,62,43,50,68
0610011F06Rik,524,422,377,404,340,254,329
0610030E20Rik,2136,1944,1955,2146,1887,1770,2215
0610031O16Rik,3,1,1,1,2,1,7
0610037L13Rik,646,671,679,757,837,746,882
0610038B21Rik,43,24,31,29,42,25,44
0610039K10Rik,0,0,2,0,4,1,0
0610040B10Rik,25,11,12,11,11,17,10
0610040F04Rik,0,0,0,0,0,0,0
0610040J01Rik,0,0,0,0,0,0,0
0610043K17Rik,11,12,12,13,15,8,13
1010001B22Rik,0,1,1,4,2,1,1
1110001J03Rik,174,156,178,179,112,103,117
1110002E22Rik,0,0,0,0,0,0,0
1110002J07Rik,0,0,1,0,0,0,0
1110002L01Rik,431,348,298,377,243,244,294
1110002O04Rik,0,0,0,0,0,0,0
1110004E09Rik,311,291,265,298,217,185,234
1110004F10Rik,1426,1208,1194,1133,1045,820,1028
1110007C09Rik,447,312,380,363,375,307,344
1110008F13Rik,978,922,910,940,773,649,743
1110008L16Rik,207,157,149,148,98,75,99
1110008P14Rik,392,315,364,346,296,226,256
1110012L19Rik,209,206,256,197,130,108,142
1110017D15Rik,1,0,1,0,0,1,1
1110019D14Rik,18,19,18,16,13,11,22
1110020A21Rik,26,27,28,22,16,16,18
1110025M09Rik,15,13,19,22,13,10,15
1110028F11Rik,0,0,1,0,0,2,2
1110032A03Rik,123,79,66,80,98,73,91
1110032F04Rik,302,217,218,156,123,105,143
1110034G24Rik,392,357,409,351,365,306,332
1110035H17Rik,11,14,13,14,8,9,5
1110036E04Rik,0,0,0,0,0,1,0
1110037F02Rik,3541,2928,2766,3086,2912,2382,2991
1110038B12Rik,294,316,315,283,251,216,247
1110038F14Rik,533,460,491,528,501,474,489
1110046J04Rik,0,0,0,0,0,0,0
1110051M20Rik,126,64,76,74,11,6,10
1110059E24Rik,308,257,266,237,270,203,260
1110059G10Rik,296,258,234,238,199,160,169
1110065P20Rik,126,101,107,111,85,66,62
1190002F15Rik,27,38,28,28,29,23,21
1190002N15Rik,412,401,392,393,391,345,412
1190005I06Rik,0,0,1,0,0,2,0
1190007I07Rik,154,146,131,131,102,97,129
1200007C13Rik,0,0,0,0,0,0,0
1200014J11Rik,1877,1444,1548,1574,1570,1409,1615
1300002E11Rik,566,475,490,551,633,571,757
1300017J02Rik,2,0,0,2,1,0,0
1500002C15Rik,18,22,10,13,9,10,17
1500002F19Rik,1,2,1,0,1,0,0
1500004A13Rik,25,19,31,23,36,43,33
1500009L16Rik,0,0,0,2,1,0,0
1500011B03Rik,363,274,321,326,231,197,201
1500011K16Rik,186,172,168,140,96,94,130
1500012F01Rik,843,909,944,822,849,697,697
1500012K07Rik,0,0,0,0,0,0,0
1500015A07Rik,106,89,92,88,90,60,102
1500015O10Rik,0,0,0,0,1,0,0
1500017E21Rik,0,1,0,0,0,0,0
1500026H17Rik,5,1,6,8,5,4,5
1500035N22Rik,0,0,0,0,0,0,1
1520401A03Rik,0,0,0,1,1,1,0
1600002D24Rik,0,0,0,0,0,0,0
1600002H07Rik,123,121,99,117,155,124,158
1600002K03Rik,170,160,156,152,156,117,141
1600010M07Rik,0,0,0,0,0,0,0
1600012H06Rik,637,652,649,699,508,337,525
1600012P17Rik,0,0,0,0,0,0,0
1600014C10Rik,1881,1611,1600,1632,1862,1290,1791
1600017P15Rik,0,0,0,0,0,0,0
1600020E01Rik,360,386,424,459,521,553,685
1600029O15Rik,0,0,0,0,0,0,0
1700001C19Rik,0,0,1,0,0,0,0
1700001D01Rik,0,0,0,0,0,0,0
1700001G11Rik,7,5,1,3,2,2,2
1700001G17Rik,11,7,4,5,6,4,5
1700001J03Rik,5,4,1,2,3,5,14
1700001J11Rik,0,0,0,1,0,0,0
1700001L05Rik,11,7,6,7,12,17,13
1700001L19Rik,0,0,0,1,0,0,0
1700001O22Rik,4,6,6,7,3,6,3
1700001P01Rik,1,1,2,3,5,1,0
1700003E16Rik,0,0,0,0,0,0,0
1700003F12Rik,0,1,1,0,1,0,2
1700003G18Rik,0,0,0,0,0,0,0
1700003M07Rik,0,0,0,0,0,0,0
1700003N22Rik,1,0,0,0,0,0,1
1700006F04Rik,0,0,0,0,0,0,0
1700006J14Rik,0,0,0,0,0,0,1
1700007B14Rik,0,0,0,0,0,0,0
1700007E05Rik,0,0,0,0,0,0,0
1700007G11Rik,0,0,0,0,0,1,1
1700007J10Rik,0,0,0,0,0,0,0
1700007K09Rik,1,0,1,0,1,0,0
1700007K13Rik,0,0,0,0,0,0,0
1700007L15Rik,46,34,35,26,27,12,20
1700008F21Rik,0,0,0,0,0,0,0
1700008J07Rik,55,43,40,39,35,22,41
1700008O03Rik,3,0,3,1,14,6,11
1700009C05Rik,0,0,0,0,0,0,1
1700009J07Rik,0,0,0,0,0,0,0
1700010B13Rik,0,0,0,0,0,0,0
1700010I14Rik,79,88,62,68,79,69,73
1700010K24Rik,2,0,1,0,0,0,0
1700011A15Rik,0,0,0,0,0,0,0
1700011E24Rik,0,0,0,0,0,0,1
1700011H14Rik,0,0,0,0,0,0,0
1700011I03Rik,0,1,0,0,0,0,0
1700011L22Rik,0,0,0,0,0,0,0
1700012B07Rik,0,0,0,0,0,0,0
1700012B09Rik,0,0,0,0,0,0,0
1700012C14Rik,0,1,0,0,0,0,0
1700012I11Rik,0,0,0,1,0,0,0
1700012L04Rik,0,0,0,1,2,1,2
1700013F07Rik,0,0,0,0,0,0,0
1700013H16Rik,0,0,0,0,1,0,0
1700013N06Rik,0,0,0,0,0,0,0
1700014D04Rik,0,1,0,0,1,0,0
1700015F17Rik,0,0,0,0,0,0,0
1700015O11Rik,0,0,0,0,0,0,1
1700016A09Rik,1,1,2,2,0,1,1
1700016C15Rik,0,0,0,0,0,0,0
1700016D06Rik,0,0,0,0,0,0,0
1700016G14Rik,2,7,3,6,1,2,4
1700016G22Rik,0,0,0,0,1,0,0
1700016K19Rik,9,8,8,6,6,6,6
1700016L21Rik,12,4,5,2,0,1,2
1700016P03Rik,1,1,0,0,1,3,1
1700017B05Rik,1644,1308,1401,1452,1488,1356,1411
1700017G19Rik,0,0,0,0,1,0,0
1700018A14Rik,0,0,0,0,0,0,0
1700018B08Rik,0,0,0,0,0,0,0
1700018L02Rik,5,2,4,1,3,1,0
1700018M17Rik,4,1,0,0,2,2,3
1700019A02Rik,0,2,0,2,3,0,1
1700019B03Rik,2,6,0,4,3,5,4
1700019D03Rik,0,2,2,2,1,0,1
1700019G17Rik,189,151,187,162,110,75,133
1700019L03Rik,0,0,0,1,0,1,0
1700019N19Rik,0,0,0,1,0,0,0
1700019O17Rik,0,0,0,0,0,0,0
1700020D05Rik,14,13,13,17,18,19,35
1700020I14Rik,4607,3866,3801,4202,3416,2226,2905
1700020L24Rik,12,18,13,20,14,8,15
1700020M21Rik,0,0,0,0,0,0,0
1700020N01Rik,0,0,0,0,0,0,0
1700020N18Rik,1,4,1,3,0,0,2
1700021A07Rik,43,50,41,39,28,24,39
1700021F05Rik,143,130,141,151,126,127,151
1700021J08Rik,0,0,0,0,1,0,0
1700021K19Rik,660,617,594,620,750,632,695
1700021N21Rik,1,0,0,1,0,0,1
1700022I11Rik,0,0,0,0,1,0,0
1700022N22Rik,18,9,9,14,12,14,6
1700023F06Rik,0,0,0,0,0,0,0
1700023H06Rik,0,1,3,1,6,12,6
1700024P04Rik,0,0,0,0,0,0,0
1700025B11Rik,0,0,0,0,0,0,0
1700025F24Rik,0,0,0,0,0,0,0
1700025G04Rik,629,542,619,671,313,156,264
1700025N21Rik,0,0,0,0,1,0,0
1700025N23Rik,0,0,0,0,0,1,0
1700026D08Rik,0,0,0,0,0,0,0
1700026D11Rik,3,4,2,5,13,20,20
1700026L06Rik,0,0,1,0,0,0,1
1700027A07Rik,0,0,0,0,0,1,1
1700027F09Rik,0,0,0,0,1,0,2
1700028B04Rik,0,0,0,0,0,0,0
1700028E10Rik,109,49,51,46,49,38,40
1700028I16Rik,0,0,0,0,0,0,1
1700028J19Rik,16,8,7,15,5,5,11
1700028K03Rik,2,0,0,0,3,1,1
1700028N14Rik,2,0,3,2,2,3,6
1700029H14Rik,4,3,1,1,2,4,3
1700029I15Rik,9,14,16,20,14,16,23
1700029J03Rik,0,0,2,3,1,0,0
1700029J07Rik,27,26,31,47,68,56,62
1700029M03Rik,0,0,0,0,2,0,1
1700029M20Rik,0,0,0,0,0,0,0
1700029N11Rik,0,0,0,0,0,0,0
1700030C10Rik,15,4,11,3,23,51,50
1700030C12Rik,2,2,4,0,0,1,2
1700030C14Rik,0,0,0,0,0,0,0
1700030J22Rik,6,3,4,3,1,1,2
1700030K09Rik,122,117,88,105,150,137,176
1700030O20Rik,0,0,0,0,0,0,0
1700031F10Rik,0,0,0,2,1,0,0
1700031M16Rik,0,0,0,0,0,0,0
1700031P21Rik,0,0,0,0,0,0,0
1700034H15Rik,11,14,11,15,51,53,59
1700034I23Rik,0,0,0,0,0,0,0
1700034O15Rik,2,0,0,0,0,0,0
1700034P13Rik,0,0,0,0,1,1,4
1700037C18Rik,85,71,64,76,76,47,44
1700037F24Rik,0,0,0,0,0,0,0
1700037H04Rik,342,267,264,312,289,256,302
1700039E15Rik,0,0,0,0,0,0,0
1700039M10Rik,0,0,0,0,1,1,1
1700040D17Rik,5,6,1,5,4,4,2
1700040L02Rik,27,18,16,12,7,8,8
1700041G16Rik,4,5,10,6,6,4,10
1700042O10Rik,5,3,1,6,2,1,4
1700047K16Rik,0,1,4,1,2,3,1
1700047M11Rik,0,0,0,0,0,0,0
1700048O20Rik,3,1,3,4,1,5,2
1700049G17Rik,169,138,110,129,39,23,34
1700049J03Rik,0,0,0,0,0,0,0
1700051O22Rik,0,1,1,0,0,0,0
1700052I22Rik,0,0,0,0,0,0,0
1700052K11Rik,104,99,89,98,97,97,93
1700055D18Rik,4,10,10,7,7,13,18
1700056E22Rik,56,45,43,32,243,286,347
1700056N10Rik,13,21,22,8,37,40,36
1700057G04Rik,0,0,0,0,0,0,2
1700057H21Rik,0,0,0,0,0,0,0
1700058P15Rik,0,0,0,0,0,0,0
1700061F12Rik,0,0,0,0,0,0,0
1700061G19Rik,5,1,1,4,4,1,5
1700063D05Rik,0,0,0,0,1,0,1
1700063H04Rik,0,0,0,0,0,0,0
1700064H15Rik,0,0,0,0,0,1,0
1700064M15Rik,0,0,0,0,0,1,0
1700065D16Rik,1,1,2,2,5,3,3
1700066B17Rik,0,0,0,0,0,0,0
1700066B19Rik,33,28,23,26,22,4,15
1700066J03Rik,0,0,0,0,0,1,0
1700066M21Rik,219,206,193,211,214,214,235
1700066O22Rik,0,0,0,0,0,0,0
1700067K01Rik,4,4,7,10,20,17,16
1700069B07Rik,0,0,1,0,0,0,2
1700071K01Rik,0,0,0,0,0,0,0
1700072G22Rik,1,0,0,2,2,1,0
1700073E17Rik,0,0,1,1,0,0,0
1700074A21Rik,0,0,0,0,0,0,0
1700080G11Rik,0,0,0,0,0,1,0
1700081H04Rik,0,0,0,0,0,0,0
1700082M22Rik,0,1,0,0,2,0,1
1700084C06Rik,10,4,4,4,2,4,5
1700084E18Rik,17,23,11,12,19,12,20
1700084J12Rik,0,0,0,0,0,0,0
1700085C21Rik,0,0,0,0,0,0,0
1700086O06Rik,13,10,6,6,7,4,5
1700086P04Rik,0,0,0,1,1,0,0
1700088E04Rik,1,1,0,0,0,0,2
1700092C02Rik,0,0,1,0,0,0,0
1700092C10Rik,0,0,0,0,1,0,0
1700092M07Rik,1,6,4,2,3,8,12
1700093J21Rik,1,1,1,2,2,0,1
1700093K21Rik,1,0,0,0,0,0,0
1700094J05Rik,0,0,0,0,0,1,1
1700096K18Rik,64,35,53,40,43,32,47
1700097N02Rik,87,69,91,74,70,49,62
1700099I09Rik,0,0,0,0,0,0,0
1700101E01Rik,4,5,6,8,3,2,1
1700101I11Rik,0,0,0,0,0,0,0
1700102P08Rik,28,34,41,56,72,73,75
1700104B16Rik,0,2,0,0,1,1,4
1700105P06Rik,1,0,1,1,1,2,0
1700106J16Rik,0,0,0,0,0,0,0
1700108F19Rik,0,0,0,0,0,0,0
1700109G14Rik,0,0,0,0,0,0,0
1700109H08Rik,69,49,66,64,230,230,195
1700110C19Rik,1,2,1,2,2,2,2
1700110I01Rik,0,0,0,0,0,0,0
1700110I07Rik,0,0,0,0,0,0,0
1700110K17Rik,0,0,0,0,0,0,1
1700111N16Rik,0,0,0,0,0,0,0
1700112D23Rik,0,0,0,1,0,0,0
1700112E06Rik,0,0,0,0,0,0,0
1700112J05Rik,0,0,0,0,0,0,0
1700112J16Rik,0,0,1,0,3,0,0
1700113A16Rik,67,70,44,41,37,28,40
1700113H08Rik,0,0,0,0,0,0,0
1700120B22Rik,1,1,0,0,2,1,1
1700120C14Rik,17,12,13,12,9,6,9
1700120K04Rik,1,0,0,1,0,0,0
1700122E12Rik,2,1,2,2,0,3,4
1700122O11Rik,0,0,0,0,0,1,0
1700123M08Rik,18,14,13,12,19,8,11
1700123O12Rik,0,0,0,0,0,0,1
1700123O20Rik,898,849,900,855,701,611,605
1700124L16Rik,2,1,1,2,13,10,9
1700125G22Rik,0,0,0,0,0,2,1
1700125H03Rik,1,0,0,0,0,0,0
1700125H20Rik,0,0,0,0,0,0,0
1810006J02Rik,71,96,81,91,132,132,129
1810008B01Rik,1,0,0,0,2,0,1
1810008I18Rik,1,0,0,0,0,0,0
1810009A15Rik,16,11,15,15,16,17,23
1810009J06Rik,0,0,0,0,0,0,0
1810010H24Rik,10,3,3,6,2,4,1
1810011H11Rik,3,4,3,7,6,7,3
1810011O10Rik,0,0,0,0,0,0,0
1810012K08Rik,0,0,0,2,0,1,0
1810012K16Rik,4,4,3,2,6,8,6
1810013L24Rik,1558,1353,1446,1553,1537,1364,1698
1810014B01Rik,102,87,85,81,73,52,66
1810019D21Rik,1,0,0,0,4,2,1
1810019N24Rik,5,7,4,4,3,1,1
1810020O05Rik,2,1,1,1,0,0,2
1810021B22Rik,14,4,11,12,7,3,8
1810022K09Rik,425,336,365,374,310,268,339
1810024B03Rik,18,15,19,16,21,17,19
1810026B05Rik,1182,1184,1204,1279,2330,2315,1850
1810026J23Rik,998,1010,916,923,825,759,806
1810030O07Rik,1402,1281,1339,1333,1216,1135,1294
1810032O08Rik,293,311,292,288,394,311,326
1810034E14Rik,244,200,236,214,220,157,185
1810037I17Rik,445,373,420,395,304,226,276
1810041H14Rik,118,118,98,88,230,186,138
1810041L15Rik,0,0,0,0,0,0,0
1810043G02Rik,118,88,88,104,100,70,77
1810043H04Rik,223,211,199,203,160,116,130
1810044D09Rik,23,15,14,19,1,1,2
1810046K07Rik,0,0,0,0,0,0,0
1810049J17Rik,5,3,7,5,7,7,6
1810053B23Rik,0,0,0,0,0,1,1
1810055G02Rik,83,80,92,81,71,76,61
1810058I24Rik,911,747,759,698,652,568,609
1810059C17Rik,2,1,0,3,1,3,1
1810062G17Rik,29,19,16,12,19,16,18
1810062O18Rik,52,30,31,46,33,19,46
2010001A14Rik,74,41,40,33,28,28,43
2010001E11Rik,1,0,0,0,0,2,0
2010002M12Rik,108,77,66,91,44,33,51
2010005H15Rik,1,1,1,1,0,0,0
2010007H06Rik,10,12,7,9,8,4,16
2010010A06Rik,0,0,0,0,0,0,1
2010012O05Rik,107,95,93,95,100,69,94
2010013B24Rik,0,1,2,0,0,0,0
2010015M23Rik,10,11,5,11,6,10,5
2010016I18Rik,2876,3195,2743,3450,4093,2776,4475
2010107E04Rik,1043,970,898,863,616,522,590
2010107G12Rik,14,10,14,10,7,10,8
2010107G23Rik,4,2,4,4,1,1,0
2010109A12Rik,8,11,4,9,9,3,4
2010109I03Rik,4,4,3,2,2,0,2
2010110E17Rik,0,1,0,0,0,0,0
2010110K18Rik,0,0,0,0,1,0,0
2010111I01Rik,507,490,568,590,604,569,540
2010204K13Rik,39,29,25,22,21,20,14
2010300C02Rik,31,20,17,24,19,13,23
2010300F17Rik,1,3,0,1,1,0,0
2010308F09Rik,0,0,0,0,0,1,0
2010310C07Rik,2,1,1,1,0,0,1
2010315B03Rik,690,512,440,452,514,392,548
2010320M18Rik,52,49,54,63,61,45,57
2200002D01Rik,27,26,33,25,16,17,16
2210008F06Rik,1,1,1,1,0,1,1
2210010C04Rik,1,1,1,2,1,3,1
2210011C24Rik,0,0,0,0,0,0,0
2210013O21Rik,139,160,177,147,104,105,101
2210015D19Rik,247,216,234,191,270,226,250
2210016F16Rik,902,798,763,721,642,536,612
2210016L21Rik,612,602,636,616,625,465,554
2210018M11Rik,1438,1396,1344,1560,1735,1542,1755
2210404O09Rik,232,184,183,212,231,183,200
2210406O10Rik,1,4,0,0,3,2,2
2210408F21Rik,0,0,0,0,0,0,0
2210408I21Rik,23,13,13,23,26,6,17
2210411M09Rik,0,2,1,0,0,0,0
2210414B05Rik,0,0,0,0,0,0,0
2210417A02Rik,0,0,3,2,2,0,2
2300005B03Rik,0,0,0,0,0,1,0
2300009A05Rik,268,209,211,217,206,186,191
2310001H17Rik,316,324,274,302,252,250,304
2310001K24Rik,0,0,0,0,0,0,0
2310002F09Rik,7,4,3,3,6,4,3
2310003H01Rik,565,557,519,525,497,451,493
2310007L24Rik,1,0,1,0,1,1,0
2310009A05Rik,176,150,188,178,180,122,161
2310009B15Rik,86,63,66,78,49,47,66
2310010G23Rik,13,7,5,2,3,2,1
2310010J17Rik,70,53,67,60,43,44,42
2310011J03Rik,975,828,855,827,581,433,525
2310014F06Rik,0,0,0,0,0,0,0
2310015A10Rik,195,169,133,154,170,129,211
2310015D24Rik,0,0,0,0,0,0,0
2310015K22Rik,0,0,0,0,0,0,0
2310016D23Rik,5,8,10,4,16,8,20
2310022A10Rik,670,597,572,589,618,466,552
2310022B05Rik,260,230,247,215,266,255,246
2310026I22Rik,2,0,1,0,2,2,4
2310026L22Rik,0,0,0,0,0,1,1
2310030G06Rik,0,0,0,0,0,0,0
2310031A07Rik,7,4,1,4,7,5,7
2310033P09Rik,503,429,446,435,431,396,403
2310034G01Rik,3,2,4,2,2,1,4
2310035C23Rik,1494,1356,1332,1481,1918,1828,2030
2310036O22Rik,2483,2198,2272,2219,1901,1634,1782
2310039H08Rik,234,191,189,161,159,89,137
2310040G24Rik,2,1,5,5,2,2,3
2310043L19Rik,0,0,0,0,0,0,0
2310043M15Rik,2,1,0,3,4,0,4
2310043O21Rik,2,0,1,0,2,0,0
2310044K18Rik,8,5,9,9,7,9,10
2310045N01Rik,652,620,612,687,753,539,759
2310047D07Rik,3,5,3,0,1,1,6
2310047M10Rik,327,264,289,235,271,218,225
2310057M21Rik,223,208,176,222,254,189,236
2310058D17Rik,74,81,72,97,58,35,71
2310061I04Rik,524,546,533,545,626,511,537
2310067B10Rik,1584,1343,1288,1419,1879,1570,2019
2310068J16Rik,3,1,1,1,0,1,1
2310069G16Rik,0,0,0,0,0,0,0
2310075C17Rik,0,0,0,0,0,0,0
2410002F23Rik,1460,1211,1325,1326,1472,1346,1446
2410003L11Rik,0,1,7,0,15,7,14
2410004B18Rik,353,318,380,371,387,347,345
2410004P03Rik,19,4,4,5,2,4,6
2410006H16Rik,1295,1622,1458,1243,1240,969,1040
2410012M07Rik,0,0,0,0,0,0,0
2410015M20Rik,961,889,963,900,651,509,587
2410016O06Rik,639,624,640,645,489,363,473
2410017I17Rik,0,1,1,0,0,0,0
2410018L13Rik,0,2,0,1,2,2,2
2410022M11Rik,72,67,61,41,57,58,61
2410080I02Rik,0,0,0,0,0,0,0
2410089E03Rik,1023,733,798,868,957,994,1057
2410127L17Rik,97,85,70,89,55,58,78
2410131K14Rik,617,538,571,557,600,527,662
2500002B13Rik,9,3,10,17,11,8,15
2500004C02Rik,31,39,25,30,23,13,31
2510002D24Rik,613,510,501,499,623,541,653
2510009E07Rik,295,243,192,223,177,116,167
2510039O18Rik,2169,2058,2029,2156,1824,1535,1776
2510046G10Rik,55,39,47,43,41,36,39
2600006K01Rik,0,0,0,0,0,0,0
2600014E21Rik,1,2,0,1,0,0,0
2610001J05Rik,516,478,464,442,447,327,385
2610002J02Rik,1053,855,922,900,814,677,834
2610002M06Rik,1253,1060,960,978,887,747,865
2610005L07Rik,54,47,51,47,82,83,96
2610008E11Rik,756,607,580,628,671,629,709
2610015P09Rik,170,158,128,123,158,141,149
2610016A17Rik,0,0,0,0,0,0,0
2610020C07Rik,13,7,14,11,6,1,14
2610020H08Rik,342,395,369,430,659,656,694
2610021A01Rik,588,523,503,548,585,461,546
2610024D14Rik,1,0,0,0,3,0,6
2610027K06Rik,0,0,0,0,0,0,0
2610034B18Rik,0,0,0,0,0,0,0
2610035D17Rik,711,608,402,378,398,367,508
2610037D02Rik,47,41,38,57,64,53,73
2610042L04Rik,0,1,0,1,0,0,0
2610044O15Rik8,486,430,510,521,336,287,359
2610203C22Rik,0,0,0,0,0,0,0
2610204G07Rik,7,2,2,3,3,2,6
2610206C17Rik,1,4,3,2,1,2,0
2610301B20Rik,184,125,139,120,115,116,119
2610305D13Rik,0,0,0,0,0,0,0
2610306M01Rik,41,41,33,28,24,23,44
2610307P16Rik,10,8,10,7,5,4,6
2610318N02Rik,20,20,14,15,18,14,32
2610507B11Rik,6177,5627,5479,6287,6281,5681,6315
2610507I01Rik,183,153,152,150,173,161,206
2610509F24Rik,3,1,3,4,2,8,10
2610524H06Rik,161,105,99,86,106,69,88
2610528A11Rik,4,2,0,0,2,0,0
2700012I20Rik,6,6,5,15,4,5,5
2700016F22Rik,2,3,2,1,2,6,1
2700029M09Rik,547,502,470,467,541,483,514
2700038G22Rik,55,61,63,82,33,35,36
2700046G09Rik,18,8,8,4,17,17,17
2700049A03Rik,517,431,427,365,385,331,446
2700060E02Rik,1532,1480,1416,1335,1086,796,1041
2700062C07Rik,228,189,173,187,213,171,199
2700068H02Rik,0,1,0,4,0,0,2
2700078F05Rik,0,0,0,0,0,0,0
2700081O15Rik,10,13,10,9,21,10,11
2700094K13Rik,511,435,435,413,324,281,301
2700097O09Rik,161,151,142,156,253,269,236
2700099C18Rik,23,18,18,21,37,29,30
2810001G20Rik,710,491,550,479,246,194,272
2810002D19Rik,175,134,125,130,49,46,66
2810004N23Rik,527,500,458,508,451,382,494
2810006K23Rik,196,165,159,160,148,141,157
2810013P06Rik,427,371,357,317,490,393,454
2810021J22Rik,399,379,374,373,458,423,448
2810025M15Rik,0,1,0,0,0,0,1
2810029C07Rik,7,7,10,11,9,8,7
2810030D12Rik,0,0,0,0,0,0,0
2810032G03Rik,0,0,0,0,0,0,0
2810039B14Rik,31,24,24,26,30,31,41
2810402E24Rik,92,90,77,87,82,82,115
2810403A07Rik,2433,2323,2232,2537,2470,2216,2466
2810403D21Rik,67,48,40,34,40,22,38
2810404F17Rik,0,0,0,0,0,0,0
2810405F17Rik,21,21,23,27,12,12,11
2810407A14Rik,0,0,0,0,0,0,0
2810408A11Rik,89,61,73,66,77,51,65
2810408I11Rik,16,15,15,18,23,16,14
2810410L24Rik,26,8,11,13,12,7,9
2810414N06Rik,31,20,25,21,3,2,3
2810417H13Rik,8,8,12,1,0,5,6
2810425M01Rik,0,0,1,0,0,1,0
2810428I15Rik,552,479,473,460,406,306,363
2810429I04Rik,3,1,0,4,8,8,5
2810433D01Rik,0,0,0,0,0,0,0
2810442N19Rik,0,0,0,0,0,0,0
2810454H06Rik,33,24,20,25,50,74,100
2810455O05Rik,46,32,38,30,37,48,33
2810459M11Rik,0,2,1,0,1,0,1
2810468N07Rik,1,2,0,2,2,1,0
2810474O19Rik,3775,3600,3452,3851,3595,2666,3097
2900005J15Rik,104,109,90,91,131,95,120
2900009J06Rik,1,1,0,0,0,0,0
2900011O08Rik,0,1,0,3,0,1,0
2900018N21Rik,0,0,0,0,0,0,0
2900026A02Rik,4,4,5,8,2,2,5
2900041M22Rik,2,3,5,7,4,5,6
2900052L18Rik,0,0,0,0,0,0,0
2900052N01Rik,0,0,0,0,0,0,0
2900055J20Rik,0,0,0,0,0,0,0
2900076A07Rik,113,122,125,166,126,106,117
2900079G21Rik,1,0,0,0,1,0,0
2900089D17Rik,2,2,3,2,9,5,7
2900092O11Rik,0,0,0,0,0,0,0
2900093K20Rik,29,32,23,44,20,10,18
2900097C17Rik,153,141,143,146,140,146,151
3000002C10Rik,54,43,30,46,38,40,57
3010001F23Rik,2,0,0,1,1,4,1
3010003L21Rik,6,1,7,9,6,3,6
3010026O09Rik,73,47,41,35,48,31,44
3110001I22Rik,149,139,140,142,157,130,168
3110002H16Rik,1585,1452,1416,1674,2152,2042,2223
3110009E18Rik,70,79,75,63,74,52,83
3110021A11Rik,0,0,0,1,0,0,0
3110040N11Rik,335,325,321,344,323,209,287
3110043O21Rik,238,190,194,197,259,255,240
3110045C21Rik,3,7,4,2,0,1,1
3110052M02Rik,161,183,161,211,202,181,205
3110053B16Rik,47,55,48,47,84,66,71
3110056K07Rik,275,262,288,371,243,208,206
3110057O12Rik,280,239,211,213,241,224,264
3110062G12Rik,0,0,0,0,0,1,1
3110062M04Rik,135,151,139,185,146,109,167
3110067C02Rik,2,1,2,3,1,0,1
3110070M22Rik,4,0,6,0,5,5,6
3110079O15Rik,0,0,0,0,2,0,0
3110080O07Rik,0,0,0,0,0,0,0
3110082I17Rik,46,47,49,43,26,27,29
3110083C13Rik,5,2,6,6,3,3,7
3222401L13Rik,3,5,9,3,17,5,7
3300002I08Rik,23,36,30,45,52,33,34
3300005D01Rik,15,10,12,10,7,10,13
3425401B19Rik,0,0,0,0,0,0,0
3632451O06Rik,0,0,0,0,0,0,0
3632454L22Rik,0,0,0,0,0,0,0
3830403N18Rik,1,11,1,34,1,19,29
3830406C13Rik,504,424,380,357,246,222,268
3830408C21Rik,7,3,5,8,5,6,6
3830432H09Rik,0,0,0,0,0,0,0
3930402G23Rik,0,0,0,0,0,0,0
4430402I18Rik,3,2,1,2,3,3,0
4631405J19Rik,1,4,0,3,2,1,2
4632404H12Rik,452,368,411,516,530,438,658
4632411P08Rik,1,1,0,2,3,4,2
4632415L05Rik,497,442,418,409,399,359,459
4632427E13Rik,37,29,26,26,53,51,66
4632428C04Rik,0,0,0,0,0,1,0
4632428N05Rik,9197,7737,8014,8039,7147,6410,7191
4632433K11Rik,56,29,44,41,82,54,60
4731419I09Rik,0,1,0,0,0,0,0
4732414G09Rik,0,0,1,0,0,0,0
4732419C18Rik,0,1,0,1,1,2,0
4732440D04Rik,97,94,101,134,130,78,112
4732456N10Rik,0,0,0,0,0,0,0
4732463B04Rik,0,0,0,0,0,0,0
4732465J04Rik,3,4,2,6,4,12,5
4732471J01Rik,5,11,5,17,10,14,10
4732487G21Rik,1,0,1,0,2,2,1
4732490B19Rik,8,5,7,2,5,3,5
4732491K20Rik,5,5,5,5,2,6,2
4831440E17Rik,9,16,17,15,17,9,23
4833407H14Rik,1,8,1,4,20,6,17
4833412C05Rik,0,0,0,0,0,0,0
4833412K13Rik,1,2,4,8,4,13,14
4833413E03Rik,2,2,3,3,3,5,4
4833417C18Rik,13,15,11,9,15,18,23
4833418N02Rik,36,23,24,20,42,28,31
4833420G17Rik,1941,1625,1661,1852,2272,2200,2314
4833421G17Rik,0,0,0,0,0,0,1
4833422C13Rik,0,0,0,0,0,0,0
4833422M21Rik,0,0,1,0,0,1,1
4833423E24Rik,0,0,0,0,0,0,0
4833428L15Rik,0,0,0,0,0,0,0
4833439L19Rik,920,760,835,919,1017,923,965
4833445I07Rik,13,7,8,11,16,14,13
